date,tag,count,count_gay,count_straight,count_aroace,count_polysexual
2020-10-06,slow burn,137,88,59,3,4
2020-10-05,slow burn,132,91,54,1,6
2020-10-04,slow burn,162,111,64,1,6
2020-10-03,slow burn,110,73,53,3,11
2020-10-02,slow burn,137,97,51,1,5
2020-10-01,slow burn,121,91,47,1,4
2020-09-30,slow burn,122,82,61,1,10
2020-09-29,slow burn,120,74,58,0,2
2020-09-28,slow burn,162,101,72,1,8
2020-09-27,slow burn,156,103,66,1,5
2020-09-26,slow burn,136,88,58,0,2
2020-09-25,slow burn,123,82,53,1,3
2020-09-24,slow burn,135,95,49,5,5
2020-09-23,slow burn,113,84,43,1,6
2020-09-22,slow burn,140,97,53,1,6
2020-09-21,slow burn,144,93,47,0,3
2020-09-20,slow burn,153,96,77,3,1
2020-09-19,slow burn,118,83,42,1,5
2020-09-18,slow burn,127,90,42,3,3
2020-09-17,slow burn,141,103,57,4,6
2020-09-16,slow burn,128,81,57,1,7
2020-09-15,slow burn,147,91,48,0,7
2020-09-14,slow burn,130,88,46,0,6
2020-09-13,slow burn,160,115,62,4,6
2020-09-12,slow burn,147,93,65,1,4
2020-09-11,slow burn,127,79,60,2,2
2020-09-10,slow burn,126,83,53,1,1
2020-09-09,slow burn,127,88,47,1,4
2020-09-08,slow burn,138,89,60,0,7
2020-09-07,slow burn,132,90,56,2,2
2020-09-06,slow burn,132,91,50,1,4
2020-09-05,slow burn,138,99,46,3,8
2020-09-04,slow burn,130,84,63,0,3
2020-09-03,slow burn,119,78,52,2,5
2020-09-02,slow burn,149,105,55,0,6
2020-09-01,slow burn,149,86,75,0,4
2020-08-31,slow burn,155,104,64,1,11
2020-08-30,slow burn,150,98,58,3,5
2020-08-29,slow burn,130,84,55,0,7
2020-08-28,slow burn,138,103,50,4,7
2020-08-27,slow burn,131,85,56,0,8
2020-08-26,slow burn,160,99,67,2,6
2020-08-25,slow burn,142,93,53,2,4
2020-08-24,slow burn,148,105,64,2,6
2020-08-23,slow burn,148,111,50,2,6
2020-08-22,slow burn,145,98,59,1,10
2020-08-21,slow burn,148,96,63,0,5
2020-08-20,slow burn,133,87,50,0,1
2020-08-19,slow burn,158,112,58,1,5
2020-08-18,slow burn,110,63,50,0,4
2020-08-17,slow burn,157,105,64,2,4
2020-08-16,slow burn,166,106,72,1,9
2020-08-15,slow burn,134,88,53,2,4
2020-08-14,slow burn,162,110,68,1,4
2020-08-13,slow burn,158,110,65,1,5
2020-08-12,slow burn,151,101,65,3,6
2020-08-11,slow burn,159,113,58,2,15
2020-08-10,slow burn,160,104,69,2,9
2020-08-09,slow burn,165,114,69,4,6
2020-08-08,slow burn,129,94,39,1,3
2020-08-07,slow burn,153,106,62,2,7
2020-08-06,slow burn,161,104,66,0,6
2020-08-05,slow burn,141,99,56,1,2
2020-08-04,slow burn,133,96,51,1,3
2020-08-03,slow burn,177,116,77,0,4
2020-08-02,slow burn,156,104,65,3,7
2020-08-01,slow burn,141,102,58,0,2
2020-07-31,slow burn,159,111,59,1,0
2020-07-30,slow burn,178,127,61,0,3
2020-07-29,slow burn,171,116,61,0,9
2020-07-28,slow burn,174,115,76,3,10
2020-07-27,slow burn,190,131,63,1,11
2020-07-26,slow burn,204,138,77,1,8
2020-07-25,slow burn,168,121,65,0,3
2020-07-24,slow burn,166,124,56,0,4
2020-07-23,slow burn,168,118,68,1,7
2020-07-22,slow burn,181,129,67,0,7
2020-07-21,slow burn,191,135,71,0,11
2020-07-20,slow burn,161,111,67,1,5
2020-07-19,slow burn,174,108,80,0,8
2020-07-18,slow burn,133,93,63,1,8
2020-07-17,slow burn,143,108,49,3,4
2020-07-16,slow burn,180,126,70,5,9
2020-07-15,slow burn,181,126,67,0,6
2020-07-14,slow burn,146,100,58,2,5
2020-07-13,slow burn,176,117,72,0,11
2020-07-12,slow burn,166,121,60,3,11
2020-07-11,slow burn,168,114,70,1,3
2020-07-10,slow burn,179,127,79,2,8
2020-07-09,slow burn,177,122,79,0,9
2020-07-08,slow burn,151,106,50,2,4
2020-07-07,slow burn,151,102,54,2,4
2020-07-06,slow burn,151,96,60,2,7
2020-07-05,slow burn,155,110,57,4,7
2020-07-04,slow burn,167,107,67,3,5
2020-07-03,slow burn,134,91,46,3,3
2020-07-02,slow burn,144,104,54,1,11
2020-07-01,slow burn,128,89,52,0,8
2020-06-30,slow burn,159,124,48,1,8
2020-06-29,slow burn,163,106,80,2,9
2020-06-28,slow burn,156,98,72,2,6
2020-06-27,slow burn,149,104,59,1,5
2020-06-26,slow burn,137,95,55,1,6
2020-06-25,slow burn,134,94,55,3,6
2020-06-24,slow burn,135,89,62,2,6
2020-06-23,slow burn,156,104,69,1,3
2020-06-22,slow burn,141,101,53,3,3
2020-06-21,slow burn,153,104,57,1,6
2020-06-20,slow burn,137,94,48,0,7
2020-06-19,slow burn,158,107,64,4,8
2020-06-18,slow burn,152,108,60,1,5
2020-06-17,slow burn,141,98,56,1,8
2020-06-16,slow burn,171,125,67,2,13
2020-06-15,slow burn,176,124,72,6,6
2020-06-14,slow burn,157,104,65,5,5
2020-06-13,slow burn,151,108,51,2,4
2020-06-12,slow burn,145,93,64,0,5
2020-06-11,slow burn,176,128,65,1,10
2020-06-10,slow burn,160,108,55,3,6
2020-06-09,slow burn,148,102,50,4,8
2020-06-08,slow burn,161,104,65,1,4
2020-06-07,slow burn,141,96,50,2,7
2020-06-06,slow burn,129,90,58,0,3
2020-06-05,slow burn,123,84,46,0,7
2020-06-04,slow burn,146,94,61,0,6
2020-06-03,slow burn,134,92,56,4,4
2020-06-02,slow burn,145,97,54,1,4
2020-06-01,slow burn,140,87,68,2,12
2020-05-31,slow burn,144,92,54,2,7
2020-05-30,slow burn,138,99,48,0,5
2020-05-29,slow burn,157,100,66,2,11
2020-05-28,slow burn,147,94,69,0,4
2020-05-27,slow burn,149,103,66,2,6
2020-05-26,slow burn,162,100,66,5,7
2020-05-25,slow burn,135,87,61,1,9
2020-05-24,slow burn,147,101,60,1,4
2020-05-23,slow burn,128,81,54,0,3
2020-05-22,slow burn,136,103,44,0,9
2020-05-21,slow burn,137,93,48,2,2
2020-05-20,slow burn,152,108,60,0,4
2020-05-19,slow burn,159,102,68,2,6
2020-05-18,slow burn,174,111,82,2,5
2020-05-17,slow burn,172,126,61,5,12
2020-05-16,slow burn,161,105,72,0,3
2020-05-15,slow burn,160,116,58,2,8
2020-05-14,slow burn,152,103,63,1,4
2020-05-13,slow burn,142,99,49,2,5
2020-05-12,slow burn,147,93,65,1,7
2020-05-11,slow burn,163,110,65,0,5
2020-05-10,slow burn,166,98,76,0,6
2020-05-09,slow burn,147,99,57,2,2
2020-05-08,slow burn,161,105,64,2,8
2020-05-07,slow burn,170,122,49,0,0
2020-05-06,slow burn,143,99,54,3,3
2020-05-05,slow burn,167,120,57,1,4
2020-05-04,slow burn,165,95,72,3,5
2020-05-03,slow burn,147,102,57,4,9
2020-05-02,slow burn,150,94,64,1,10
2020-05-01,slow burn,169,121,75,4,7
2020-04-30,slow burn,146,97,68,1,8
2020-04-29,slow burn,138,98,57,0,9
2020-04-28,slow burn,169,107,76,2,12
2020-04-27,slow burn,170,102,85,2,7
2020-04-26,slow burn,181,131,70,2,9
2020-04-25,slow burn,113,76,44,1,6
2020-04-24,slow burn,157,97,66,2,5
2020-04-23,slow burn,137,95,55,0,6
2020-04-22,slow burn,138,99,53,1,7
2020-04-21,slow burn,156,96,70,1,6
2020-04-20,slow burn,147,108,60,1,5
2020-04-19,slow burn,168,112,75,1,9
2020-04-18,slow burn,136,85,62,1,4
2020-04-17,slow burn,158,103,71,3,5
2020-04-16,slow burn,156,100,77,0,9
2020-04-15,slow burn,180,134,64,0,7
2020-04-14,slow burn,165,116,74,2,4
2020-04-13,slow burn,148,106,52,1,4
2020-04-12,slow burn,170,108,70,1,6
2020-04-11,slow burn,171,116,72,1,7
2020-04-10,slow burn,149,105,61,1,6
2020-04-09,slow burn,136,103,53,1,4
2020-04-08,slow burn,137,91,62,2,7
2020-04-07,slow burn,145,93,65,2,8
2020-04-06,slow burn,148,100,61,0,7
2020-04-05,slow burn,155,99,61,0,10
2020-04-04,slow burn,144,108,48,2,4
2020-04-03,slow burn,129,89,57,1,4
2020-04-02,slow burn,151,88,70,1,4
2020-04-01,slow burn,169,113,74,1,7
2020-03-31,slow burn,146,91,68,3,8
2020-03-30,slow burn,128,81,53,0,2
2020-03-29,slow burn,155,111,64,3,2
2020-03-28,slow burn,139,94,63,0,1
2020-03-27,slow burn,150,105,59,0,3
2020-03-26,slow burn,140,100,59,3,12
2020-03-25,slow burn,139,87,62,1,2
2020-03-24,slow burn,126,91,48,3,13
2020-03-23,slow burn,165,109,67,1,10
2020-03-22,slow burn,108,82,40,2,6
2020-03-21,slow burn,158,112,63,4,8
2020-03-20,slow burn,138,92,52,0,3
2020-03-19,slow burn,134,100,43,0,6
2020-03-18,slow burn,125,81,60,2,10
2020-03-17,slow burn,111,74,54,1,2
2020-03-16,slow burn,115,75,41,1,4
2020-03-15,slow burn,106,73,42,0,1
2020-03-14,slow burn,97,74,50,0,3
2020-03-13,slow burn,97,72,33,0,2
2020-03-12,slow burn,84,58,34,3,7
2020-03-11,slow burn,87,61,35,4,3
2020-03-10,slow burn,116,73,50,1,5
2020-03-09,slow burn,91,61,40,3,6
2020-03-08,slow burn,136,93,53,3,6
2020-03-07,slow burn,99,65,39,1,8
2020-03-06,slow burn,92,56,43,1,5
2020-03-05,slow burn,86,52,41,0,1
2020-03-04,slow burn,81,50,39,1,3
2020-03-03,slow burn,111,74,58,1,8
2020-03-02,slow burn,103,62,48,0,2
2020-03-01,slow burn,103,69,40,1,3
2020-02-29,slow burn,111,82,43,0,4
2020-02-28,slow burn,76,55,27,0,1
2020-02-27,slow burn,82,55,42,0,4
2020-02-26,slow burn,94,67,37,0,3
2020-02-25,slow burn,99,63,45,2,4
2020-02-24,slow burn,108,75,39,1,11
2020-02-23,slow burn,108,73,47,1,4
2020-02-22,slow burn,92,60,43,3,5
2020-02-21,slow burn,100,69,41,1,3
2020-02-20,slow burn,84,47,46,2,3
2020-02-19,slow burn,79,53,28,0,3
2020-02-18,slow burn,99,71,43,2,4
2020-02-17,slow burn,109,81,36,2,8
2020-02-16,slow burn,118,79,49,2,4
2020-02-15,slow burn,90,51,51,0,1
2020-02-14,slow burn,118,79,49,2,4
2020-02-13,slow burn,76,43,37,0,3
2020-02-12,slow burn,86,62,33,1,5
2020-02-11,slow burn,76,48,35,0,1
2020-02-10,slow burn,83,60,35,1,1
2020-02-09,slow burn,109,80,40,3,10
2020-02-08,slow burn,92,60,49,0,2
2020-02-07,slow burn,76,51,28,2,1
2020-02-06,slow burn,81,60,26,1,2
2020-02-05,slow burn,88,51,40,1,4
2020-02-04,slow burn,97,67,43,0,6
2020-02-03,slow burn,107,64,49,1,5
2020-02-02,slow burn,119,91,45,0,9
2020-02-01,slow burn,94,68,29,2,4
2020-01-31,slow burn,86,51,44,1,2
2020-01-30,slow burn,92,61,39,1,5
2020-01-29,slow burn,93,61,44,1,3
2020-01-28,slow burn,91,69,30,4,6
2020-01-27,slow burn,103,71,46,0,5
2020-01-26,slow burn,120,82,56,0,5
2020-01-25,slow burn,86,63,25,0,3
2020-01-24,slow burn,89,60,32,0,7
2020-01-23,slow burn,93,59,42,0,3
2020-01-22,slow burn,79,56,29,0,5
2020-01-21,slow burn,114,64,55,0,5
2020-01-20,slow burn,108,64,57,1,2
2020-01-19,slow burn,108,74,43,1,5
2020-01-18,slow burn,99,61,45,1,0
2020-01-17,slow burn,92,63,39,4,8
2020-01-16,slow burn,90,55,41,0,1
2020-01-15,slow burn,96,63,41,1,4
2020-01-14,slow burn,98,56,42,1,3
2020-01-13,slow burn,80,57,33,4,5
2020-01-12,slow burn,113,75,55,2,0
2020-01-11,slow burn,98,69,35,1,4
2020-01-10,slow burn,96,66,39,1,5
2020-01-09,slow burn,114,64,59,1,5
2020-01-08,slow burn,90,56,41,0,2
2020-01-07,slow burn,105,71,45,1,5
2020-01-06,slow burn,104,60,55,3,5
2020-01-05,slow burn,149,97,67,4,5
2020-01-04,slow burn,114,75,52,0,3
2020-01-03,slow burn,128,92,54,3,5
2020-01-02,slow burn,120,87,43,0,2
2020-01-01,slow burn,109,81,41,3,4
2019-12-31,slow burn,124,85,61,3,8
2019-12-30,slow burn,120,75,54,0,5
2019-12-29,slow burn,103,64,54,0,6
2019-12-28,slow burn,104,63,52,1,1
2019-12-27,slow burn,124,87,51,2,2
2019-12-26,slow burn,102,67,48,1,1
2019-12-25,slow burn,99,76,31,3,1
2019-12-24,slow burn,85,60,31,1,2
2019-12-23,slow burn,92,66,32,1,3
2019-12-22,slow burn,104,74,49,1,2
2019-12-21,slow burn,96,68,43,2,7
2019-12-20,slow burn,72,53,25,0,1
2019-12-19,slow burn,76,50,26,0,1
2019-12-18,slow burn,99,62,45,2,3
2019-12-17,slow burn,82,61,25,0,3
2019-12-16,slow burn,95,53,41,3,7
2019-12-15,slow burn,109,62,55,1,1
2019-12-14,slow burn,73,56,21,0,1
2019-12-13,slow burn,85,51,36,0,1
2019-12-12,slow burn,73,52,27,0,4
2019-12-11,slow burn,90,62,32,2,5
2019-12-10,slow burn,75,57,29,1,1
2019-12-09,slow burn,77,58,30,0,2
2019-12-08,slow burn,97,70,38,1,6
2019-12-07,slow burn,88,63,30,0,5
2019-12-06,slow burn,71,54,22,2,3
2019-12-05,slow burn,81,49,32,1,3
2019-12-04,slow burn,93,59,45,0,7
2019-12-03,slow burn,76,43,37,5,6
2019-12-02,slow burn,105,69,45,0,2
2019-12-01,slow burn,119,87,45,1,3
2019-11-30,slow burn,101,70,45,2,2
2019-11-29,slow burn,75,45,35,1,2
2019-11-28,slow burn,74,48,30,0,3
2019-11-27,slow burn,93,59,44,0,4
2019-11-26,slow burn,95,66,39,3,6
2019-11-25,slow burn,108,75,45,1,6
2019-11-24,slow burn,107,72,42,2,5
2019-11-23,slow burn,95,50,40,5,2
2019-11-22,slow burn,76,47,30,1,2
2019-11-21,slow burn,74,55,23,0,2
2019-11-20,slow burn,74,52,32,0,3
2019-11-19,slow burn,89,70,26,2,3
2019-11-18,slow burn,100,73,37,0,5
2019-11-17,slow burn,106,76,45,0,4
2019-11-16,slow burn,72,52,25,0,2
2019-11-15,slow burn,69,51,25,2,2
2019-11-14,slow burn,76,58,27,0,3
2019-11-13,slow burn,87,64,34,1,4
2019-11-12,slow burn,83,58,37,1,4
2019-11-11,slow burn,94,63,34,1,8
2019-11-10,slow burn,96,72,37,0,0
2019-11-09,slow burn,79,51,37,0,2
2019-11-08,slow burn,93,76,27,1,4
2019-11-07,slow burn,93,62,44,3,3
2019-11-06,slow burn,71,51,31,1,4
2019-11-05,slow burn,83,56,33,0,1
2019-11-04,slow burn,114,70,46,1,6
2019-11-03,slow burn,97,79,30,0,2
2019-11-02,slow burn,83,66,37,1,5
2019-11-01,slow burn,74,47,38,1,4
2019-10-31,slow burn,82,65,26,1,0
2019-10-30,slow burn,95,67,36,2,4
2019-10-29,slow burn,87,61,35,1,3
2019-10-28,slow burn,90,66,28,1,5
2019-10-27,slow burn,91,68,34,0,4
2019-10-26,slow burn,73,49,30,3,3
2019-10-25,slow burn,81,59,29,1,4
2019-10-24,slow burn,64,44,30,0,2
2019-10-23,slow burn,85,60,34,0,0
2019-10-22,slow burn,78,55,33,0,4
2019-10-21,slow burn,90,59,43,1,1
2019-10-20,slow burn,78,45,23,3,0
2019-10-19,slow burn,74,53,29,2,3
2019-10-18,slow burn,88,61,28,0,7
2019-10-17,slow burn,75,57,28,1,3
2019-10-16,slow burn,73,50,30,0,1
2019-10-15,slow burn,75,53,30,0,2
2019-10-14,slow burn,90,61,36,1,3
2019-10-13,slow burn,92,73,30,0,5
2019-10-12,slow burn,82,61,27,0,3
2019-10-11,slow burn,67,47,31,0,3
2019-10-10,slow burn,59,36,30,0,1
2019-10-09,slow burn,92,61,41,3,7
2019-10-08,slow burn,78,53,27,0,1
2019-10-07,slow burn,81,58,24,1,2
2019-10-06,slow burn,85,56,34,0,5
2019-10-05,slow burn,69,44,32,1,4
2019-10-04,slow burn,58,38,27,0,2
2019-10-03,slow burn,77,50,33,1,2
2019-10-02,slow burn,77,49,37,0,2
2019-10-01,slow burn,86,61,37,0,5
2019-09-30,slow burn,93,61,37,0,3
2019-09-29,slow burn,104,69,36,1,7
2019-09-28,slow burn,79,54,33,1,2
2019-09-27,slow burn,79,48,41,0,3
2019-09-26,slow burn,74,56,34,0,2
2019-09-25,slow burn,83,56,30,1,5
2019-09-24,slow burn,85,49,38,0,1
2019-09-23,slow burn,82,50,37,0,1
2019-09-22,slow burn,94,64,38,0,5
2019-09-21,slow burn,98,65,46,0,5
2019-09-20,slow burn,83,55,36,1,3
2019-09-19,slow burn,72,53,24,2,4
2019-09-18,slow burn,93,63,39,2,3
2019-09-17,slow burn,80,55,28,0,3
2019-09-16,slow burn,103,68,40,0,2
2019-09-15,slow burn,107,80,40,2,7
2019-09-14,slow burn,71,50,19,3,2
2019-09-13,slow burn,74,44,33,0,1
2019-09-12,slow burn,73,51,26,0,2
2019-09-11,slow burn,65,52,24,0,3
2019-09-10,slow burn,77,48,33,1,4
2019-09-09,slow burn,124,89,49,0,9
2019-09-08,slow burn,88,65,35,0,7
2019-09-07,slow burn,67,46,21,0,5
2019-09-06,slow burn,82,63,30,1,3
2019-09-05,slow burn,92,65,32,0,1
2019-09-04,slow burn,63,44,26,0,4
2019-09-03,slow burn,91,61,37,0,3
2019-09-02,slow burn,89,57,48,1,2
2019-09-01,slow burn,113,78,40,2,4
2019-08-31,slow burn,81,53,27,0,2
2019-08-30,slow burn,90,62,38,2,3
2019-08-29,slow burn,85,57,31,2,4
2019-08-28,slow burn,78,54,29,0,2
2019-08-27,slow burn,87,64,35,0,6
2019-08-26,slow burn,86,54,36,1,2
2019-08-25,slow burn,89,62,40,0,5
2019-08-24,slow burn,79,63,27,2,2
2019-08-23,slow burn,83,58,34,1,3
2019-08-22,slow burn,90,55,40,2,3
2019-08-21,slow burn,80,57,31,3,2
2019-08-20,slow burn,113,75,45,0,2
2019-08-19,slow burn,102,71,43,1,8
2019-08-18,slow burn,93,73,39,0,4
2019-08-17,slow burn,100,61,42,0,3
2019-08-16,slow burn,99,60,42,0,4
2019-08-15,slow burn,88,59,35,1,4
2019-08-14,slow burn,89,60,34,0,3
2019-08-13,slow burn,92,61,34,2,3
2019-08-12,slow burn,91,63,34,0,3
2019-08-11,slow burn,103,74,40,0,5
2019-08-10,slow burn,92,65,27,0,4
2019-08-09,slow burn,79,63,25,0,6
2019-08-08,slow burn,97,68,34,4,3
2019-08-07,slow burn,102,75,34,1,7
2019-08-06,slow burn,102,73,37,1,3
2019-08-05,slow burn,102,71,41,0,6
2019-08-04,slow burn,93,64,39,2,3
2019-08-03,slow burn,83,52,32,2,4
2019-08-02,slow burn,103,75,37,1,1
2019-08-01,slow burn,85,59,27,0,0
2019-07-31,slow burn,92,69,34,0,3
2019-07-30,slow burn,108,80,33,2,4
2019-07-29,slow burn,102,66,49,0,4
2019-07-28,slow burn,86,56,34,1,1
2019-07-27,slow burn,96,67,24,2,1
2019-07-26,slow burn,98,64,40,1,5
2019-07-25,slow burn,87,64,34,1,8
2019-07-24,slow burn,79,53,42,1,5
2019-07-23,slow burn,91,63,35,0,4
2019-07-22,slow burn,104,70,32,0,2
2019-07-21,slow burn,92,63,33,2,1
2019-07-20,slow burn,88,57,38,2,6
2019-07-19,slow burn,83,56,31,1,1
2019-07-18,slow burn,89,68,29,0,1
2019-07-17,slow burn,85,56,31,3,4
2019-07-16,slow burn,96,71,31,0,6
2019-07-15,slow burn,118,85,37,1,4
2019-07-14,slow burn,89,69,32,0,5
2019-07-13,slow burn,95,65,28,1,3
2019-07-12,slow burn,77,47,32,1,2
2019-07-11,slow burn,76,56,22,5,1
2019-07-10,slow burn,87,59,33,1,1
2019-07-09,slow burn,90,65,36,3,3
2019-07-08,slow burn,104,68,33,4,2
2019-07-07,slow burn,113,89,37,2,0
2019-07-06,slow burn,93,68,37,1,1
2019-07-05,slow burn,100,72,27,0,5
2019-07-04,slow burn,58,41,25,1,2
2019-07-03,slow burn,71,48,30,2,4
2019-07-02,slow burn,101,72,43,3,2
2019-07-01,slow burn,105,66,42,2,3
2019-06-30,slow burn,101,63,45,3,2
2019-06-29,slow burn,84,66,26,0,2
2019-06-28,slow burn,78,51,34,2,2
2019-06-27,slow burn,74,51,22,0,1
2019-06-26,slow burn,79,63,31,1,2
2019-06-25,slow burn,97,66,42,1,3
2019-06-24,slow burn,116,87,46,4,8
2019-06-23,slow burn,110,76,42,0,3
2019-06-22,slow burn,94,73,26,0,6
2019-06-21,slow burn,92,60,37,2,2
2019-06-20,slow burn,69,47,28,0,6
2019-06-19,slow burn,84,58,34,1,2
2019-06-18,slow burn,111,75,43,1,2
2019-06-17,slow burn,104,77,38,2,1
2019-06-16,slow burn,83,65,33,0,4
2019-06-15,slow burn,79,59,26,2,2
2019-06-14,slow burn,77,59,27,2,4
2019-06-13,slow burn,87,63,30,0,2
2019-06-12,slow burn,68,49,25,0,0
2019-06-11,slow burn,92,65,33,0,1
2019-06-10,slow burn,90,53,41,2,3
2019-06-09,slow burn,87,62,34,0,5
2019-06-08,slow burn,88,60,28,1,2
2019-06-07,slow burn,94,66,34,0,3
2019-06-06,slow burn,97,66,40,0,6
2019-06-05,slow burn,86,62,29,2,2
