date,tag,count
2020-07-06,slow burn,140
2020-07-05,slow burn,133
2020-07-04,slow burn,148
2020-07-03,slow burn,119
2020-07-02,slow burn,129
2020-07-01,slow burn,111
2020-06-30,slow burn,132
2020-06-29,slow burn,146
2020-06-28,slow burn,142
2020-06-27,slow burn,126
2020-06-26,slow burn,119
2020-06-25,slow burn,118
2020-06-24,slow burn,118
2020-06-23,slow burn,130
2020-06-22,slow burn,125
2020-06-21,slow burn,135
2020-06-20,slow burn,116
2020-06-19,slow burn,142
2020-06-18,slow burn,128
2020-06-17,slow burn,128
2020-06-16,slow burn,148
2020-06-15,slow burn,151
2020-06-14,slow burn,139
2020-06-13,slow burn,132
2020-06-12,slow burn,130
2020-06-11,slow burn,156
2020-06-10,slow burn,138
2020-06-09,slow burn,130
2020-06-08,slow burn,146
2020-06-07,slow burn,123
2020-06-06,slow burn,114
2020-06-05,slow burn,113
2020-06-04,slow burn,128
2020-06-03,slow burn,124
2020-06-02,slow burn,131
2020-06-01,slow burn,126
2020-05-31,slow burn,130
2020-05-30,slow burn,112
2020-05-29,slow burn,140
2020-05-28,slow burn,131
2020-05-27,slow burn,129
2020-05-26,slow burn,145
2020-05-25,slow burn,124
2020-05-24,slow burn,134
2020-05-23,slow burn,117
2020-05-22,slow burn,122
2020-05-21,slow burn,123
2020-05-20,slow burn,132
2020-05-19,slow burn,137
2020-05-18,slow burn,150
2020-05-17,slow burn,148
2020-05-16,slow burn,153
2020-05-15,slow burn,133
2020-05-14,slow burn,133
2020-05-13,slow burn,115
2020-05-12,slow burn,129
2020-05-11,slow burn,149
2020-05-10,slow burn,145
2020-05-09,slow burn,128
2020-05-08,slow burn,129
2020-05-07,slow burn,149
2020-05-06,slow burn,126
2020-05-05,slow burn,149
2020-05-04,slow burn,140
2020-05-03,slow burn,136
2020-05-02,slow burn,131
2020-05-01,slow burn,149
2020-04-30,slow burn,126
2020-04-29,slow burn,120
2020-04-28,slow burn,146
2020-04-27,slow burn,149
2020-04-26,slow burn,163
2020-04-25,slow burn,103
2020-04-24,slow burn,136
2020-04-23,slow burn,119
2020-04-22,slow burn,123
2020-04-21,slow burn,138
2020-04-20,slow burn,127
2020-04-19,slow burn,154
2020-04-18,slow burn,123
2020-04-17,slow burn,139
2020-04-16,slow burn,143
2020-04-15,slow burn,160
2020-04-14,slow burn,149
2020-04-13,slow burn,134
2020-04-12,slow burn,151
2020-04-11,slow burn,154
2020-04-10,slow burn,134
2020-04-09,slow burn,118
2020-04-08,slow burn,117
2020-04-07,slow burn,127
2020-04-06,slow burn,124
2020-04-05,slow burn,138
2020-04-04,slow burn,123
2020-04-03,slow burn,112
2020-04-02,slow burn,130
2020-04-01,slow burn,148
2020-03-31,slow burn,128
2020-03-30,slow burn,119
2020-03-29,slow burn,141
2020-03-28,slow burn,122
2020-03-27,slow burn,133
2020-03-26,slow burn,121
2020-03-25,slow burn,126
2020-03-24,slow burn,114
2020-03-23,slow burn,138
2020-03-22,slow burn,102
2020-03-21,slow burn,135
2020-03-20,slow burn,117
2020-03-19,slow burn,121
2020-03-18,slow burn,116
2020-03-17,slow burn,96
2020-03-16,slow burn,98
2020-03-15,slow burn,92
2020-03-14,slow burn,85
2020-03-13,slow burn,85
2020-03-12,slow burn,82
2020-03-11,slow burn,78
2020-03-10,slow burn,102
2020-03-09,slow burn,82
2020-03-08,slow burn,121
2020-03-07,slow burn,89
2020-03-06,slow burn,80
2020-03-05,slow burn,77
2020-03-04,slow burn,75
2020-03-03,slow burn,104
2020-03-02,slow burn,84
2020-03-01,slow burn,93
2020-02-29,slow burn,93
2020-02-28,slow burn,71
2020-02-27,slow burn,77
2020-02-26,slow burn,82
2020-02-25,slow burn,85
2020-02-24,slow burn,91
2020-02-23,slow burn,96
2020-02-22,slow burn,82
2020-02-21,slow burn,91
2020-02-20,slow burn,73
2020-02-19,slow burn,68
2020-02-18,slow burn,87
2020-02-17,slow burn,89
2020-02-16,slow burn,104
2020-02-15,slow burn,82
2020-02-14,slow burn,102
2020-02-13,slow burn,61
2020-02-12,slow burn,79
2020-02-11,slow burn,70
2020-02-10,slow burn,78
2020-02-09,slow burn,94
2020-02-08,slow burn,84
2020-02-07,slow burn,63
2020-02-06,slow burn,74
2020-02-05,slow burn,78
2020-02-04,slow burn,81
2020-02-03,slow burn,97
2020-02-02,slow burn,101
2020-02-01,slow burn,79
2020-01-31,slow burn,78
2020-01-30,slow burn,78
2020-01-29,slow burn,84
2020-01-28,slow burn,78
2020-01-27,slow burn,87
2020-01-26,slow burn,104
2020-01-25,slow burn,76
2020-01-24,slow burn,75
2020-01-23,slow burn,83
2020-01-22,slow burn,71
2020-01-21,slow burn,98
2020-01-20,slow burn,101
2020-01-19,slow burn,90
2020-01-18,slow burn,88
2020-01-17,slow burn,77
2020-01-16,slow burn,83
2020-01-15,slow burn,90
2020-01-14,slow burn,90
2020-01-13,slow burn,63
2020-01-12,slow burn,103
2020-01-11,slow burn,82
2020-01-10,slow burn,88
2020-01-09,slow burn,103
2020-01-08,slow burn,81
2020-01-07,slow burn,89
2020-01-06,slow burn,92
2020-01-05,slow burn,130
2020-01-04,slow burn,101
2020-01-03,slow burn,108
2020-01-02,slow burn,107
2020-01-01,slow burn,93
2019-12-31,slow burn,104
2019-12-30,slow burn,109
2019-12-29,slow burn,89
2019-12-28,slow burn,94
2019-12-27,slow burn,107
2019-12-26,slow burn,90
2019-12-25,slow burn,85
2019-12-24,slow burn,69
2019-12-23,slow burn,77
2019-12-22,slow burn,89
2019-12-21,slow burn,81
2019-12-20,slow burn,66
2019-12-19,slow burn,70
2019-12-18,slow burn,95
2019-12-17,slow burn,70
2019-12-16,slow burn,81
2019-12-15,slow burn,99
2019-12-14,slow burn,64
2019-12-13,slow burn,73
2019-12-12,slow burn,64
2019-12-11,slow burn,84
2019-12-10,slow burn,68
2019-12-09,slow burn,69
2019-12-08,slow burn,83
2019-12-07,slow burn,75
2019-12-06,slow burn,64
2019-12-05,slow burn,75
2019-12-04,slow burn,77
2019-12-03,slow burn,69
2019-12-02,slow burn,93
2019-12-01,slow burn,102
2019-11-30,slow burn,87
2019-11-29,slow burn,67
2019-11-28,slow burn,71
2019-11-27,slow burn,84
2019-11-26,slow burn,85
2019-11-25,slow burn,99
2019-11-24,slow burn,96
2019-11-23,slow burn,82
2019-11-22,slow burn,68
2019-11-21,slow burn,66
2019-11-20,slow burn,67
2019-11-19,slow burn,76
2019-11-18,slow burn,89
2019-11-17,slow burn,94
2019-11-16,slow burn,62
2019-11-15,slow burn,65
2019-11-14,slow burn,70
2019-11-13,slow burn,74
2019-11-12,slow burn,69
2019-11-11,slow burn,84
2019-11-10,slow burn,86
2019-11-09,slow burn,69
2019-11-08,slow burn,79
2019-11-07,slow burn,80
2019-11-06,slow burn,63
2019-11-05,slow burn,73
2019-11-04,slow burn,102
2019-11-03,slow burn,85
2019-11-02,slow burn,74
2019-11-01,slow burn,65
2019-10-31,slow burn,74
2019-10-30,slow burn,83
2019-10-29,slow burn,80
2019-10-28,slow burn,80
2019-10-27,slow burn,82
2019-10-26,slow burn,68
2019-10-25,slow burn,62
2019-10-24,slow burn,59
2019-10-23,slow burn,77
2019-10-22,slow burn,67
2019-10-21,slow burn,80
2019-10-20,slow burn,72
2019-10-19,slow burn,63
2019-10-18,slow burn,73
2019-10-17,slow burn,66
2019-10-16,slow burn,62
2019-10-15,slow burn,62
2019-10-14,slow burn,75
2019-10-13,slow burn,77
2019-10-12,slow burn,71
2019-10-11,slow burn,59
2019-10-10,slow burn,56
2019-10-09,slow burn,83
2019-10-08,slow burn,65
2019-10-07,slow burn,65
2019-10-06,slow burn,79
2019-10-05,slow burn,61
2019-10-04,slow burn,49
2019-10-03,slow burn,69
2019-10-02,slow burn,69
2019-10-01,slow burn,77
2019-09-30,slow burn,83
2019-09-29,slow burn,87
2019-09-28,slow burn,64
2019-09-27,slow burn,72
2019-09-26,slow burn,71
2019-09-25,slow burn,73
2019-09-24,slow burn,73
2019-09-23,slow burn,76
2019-09-22,slow burn,87
2019-09-21,slow burn,84
2019-09-20,slow burn,76
2019-09-19,slow burn,58
2019-09-18,slow burn,78
2019-09-17,slow burn,71
2019-09-16,slow burn,87
2019-09-15,slow burn,96
2019-09-14,slow burn,66
2019-09-13,slow burn,67
2019-09-12,slow burn,64
2019-09-11,slow burn,54
2019-09-10,slow burn,73
2019-09-09,slow burn,108
2019-09-08,slow burn,75
2019-09-07,slow burn,56
2019-09-06,slow burn,72
2019-09-05,slow burn,75
2019-09-04,slow burn,61
2019-09-03,slow burn,81
2019-09-02,slow burn,79
2019-09-01,slow burn,100
2019-08-31,slow burn,71
2019-08-30,slow burn,77
2019-08-29,slow burn,73
2019-08-28,slow burn,69
2019-08-27,slow burn,76
2019-08-26,slow burn,75
2019-08-25,slow burn,83
2019-08-24,slow burn,63
2019-08-23,slow burn,76
2019-08-22,slow burn,75
2019-08-21,slow burn,68
2019-08-20,slow burn,98
2019-08-19,slow burn,86
2019-08-18,slow burn,80
2019-08-17,slow burn,78
2019-08-16,slow burn,87
2019-08-15,slow burn,79
2019-08-14,slow burn,71
2019-08-13,slow burn,83
2019-08-12,slow burn,81
2019-08-11,slow burn,94
2019-08-10,slow burn,81
2019-08-09,slow burn,75
2019-08-08,slow burn,90
2019-08-07,slow burn,84
2019-08-06,slow burn,88
2019-08-05,slow burn,85
2019-08-04,slow burn,81
2019-08-03,slow burn,71
2019-08-02,slow burn,83
2019-08-01,slow burn,80
2019-07-31,slow burn,79
2019-07-30,slow burn,94
2019-07-29,slow burn,92
2019-07-28,slow burn,79
2019-07-27,slow burn,78
2019-07-26,slow burn,82
2019-07-25,slow burn,76
2019-07-24,slow burn,70
2019-07-23,slow burn,82
2019-07-22,slow burn,92
2019-07-21,slow burn,84
2019-07-20,slow burn,77
2019-07-19,slow burn,68
2019-07-18,slow burn,80
2019-07-17,slow burn,75
2019-07-16,slow burn,85
2019-07-15,slow burn,87
2019-07-14,slow burn,82
2019-07-13,slow burn,82
2019-07-12,slow burn,67
2019-07-11,slow burn,66
2019-07-10,slow burn,81
2019-07-09,slow burn,77
2019-07-08,slow burn,93
2019-07-07,slow burn,97
2019-07-06,slow burn,73
2019-07-05,slow burn,88
2019-07-04,slow burn,46
2019-07-03,slow burn,60
2019-07-02,slow burn,92
2019-07-01,slow burn,96
2019-06-30,slow burn,84
2019-06-29,slow burn,73
2019-06-28,slow burn,74
2019-06-27,slow burn,61
2019-06-26,slow burn,65
2019-06-25,slow burn,91
2019-06-24,slow burn,96
2019-06-23,slow burn,93
2019-06-22,slow burn,81
2019-06-21,slow burn,78
2019-06-20,slow burn,62
2019-06-19,slow burn,77
2019-06-18,slow burn,102
2019-06-17,slow burn,94
2019-06-16,slow burn,79
2019-06-15,slow burn,67
2019-06-14,slow burn,68
2019-06-13,slow burn,73
2019-06-12,slow burn,57
2019-06-11,slow burn,80
2019-06-10,slow burn,75
2019-06-09,slow burn,74
2019-06-08,slow burn,74
2019-06-07,slow burn,86
2019-06-06,slow burn,81
2019-06-05,slow burn,77
2019-06-04,slow burn,90
2019-06-03,slow burn,76
2019-06-02,slow burn,80
2019-06-01,slow burn,76
2019-05-31,slow burn,63
2019-05-30,slow burn,85
2019-05-29,slow burn,94
2019-05-28,slow burn,76
2019-05-27,slow burn,78
2019-05-26,slow burn,89
2019-05-25,slow burn,71
2019-05-24,slow burn,57
2019-05-23,slow burn,70
2019-05-22,slow burn,75
2019-05-21,slow burn,74
2019-05-20,slow burn,67
2019-05-19,slow burn,79
2019-05-18,slow burn,71
2019-05-17,slow burn,84
2019-05-16,slow burn,45
2019-05-15,slow burn,65
2019-05-14,slow burn,59
2019-05-13,slow burn,57
2019-05-12,slow burn,70
2019-05-11,slow burn,65
2019-05-10,slow burn,61
2019-05-09,slow burn,64
2019-05-08,slow burn,74
2019-05-07,slow burn,75
2019-05-06,slow burn,55
2019-05-05,slow burn,75
2019-05-04,slow burn,60
2019-05-03,slow burn,72
2019-05-02,slow burn,58
2019-05-01,slow burn,75
2019-04-30,slow burn,84
2019-04-29,slow burn,82
2019-04-28,slow burn,64
2019-04-27,slow burn,59
2019-04-26,slow burn,70
2019-04-25,slow burn,71
2019-04-24,slow burn,76
2019-04-23,slow burn,74
2019-04-22,slow burn,66
2019-04-21,slow burn,84
2019-04-20,slow burn,74
2019-04-19,slow burn,72
2019-04-18,slow burn,67
2019-04-17,slow burn,70
2019-04-16,slow burn,59
2019-04-15,slow burn,71
2019-04-14,slow burn,71
2019-04-13,slow burn,63
2019-04-12,slow burn,62
2019-04-11,slow burn,50
2019-04-10,slow burn,76
2019-04-09,slow burn,52
2019-04-08,slow burn,92
2019-04-07,slow burn,76
2019-04-06,slow burn,59
2019-04-05,slow burn,67
2019-04-04,slow burn,69
2019-04-03,slow burn,60
2019-04-02,slow burn,70
2019-04-01,slow burn,74
2019-03-31,slow burn,62
2019-03-30,slow burn,55
2019-03-29,slow burn,59
2019-03-28,slow burn,62
2019-03-27,slow burn,52
2019-03-26,slow burn,75
2019-03-25,slow burn,57
2019-03-24,slow burn,81
2019-03-23,slow burn,70
2019-03-22,slow burn,49
2019-03-21,slow burn,65
2019-03-20,slow burn,45
2019-03-19,slow burn,63
2019-03-18,slow burn,71
2019-03-17,slow burn,64
2019-03-16,slow burn,58
2019-03-15,slow burn,44
2019-03-14,slow burn,61
2019-03-13,slow burn,66
2019-03-12,slow burn,68
2019-03-11,slow burn,59
2019-03-10,slow burn,92
2019-03-09,slow burn,50
2019-03-08,slow burn,56
2019-03-07,slow burn,61
2019-03-06,slow burn,60
2019-03-05,slow burn,45
2019-03-04,slow burn,72
2019-03-03,slow burn,80
2019-03-02,slow burn,72
2019-03-01,slow burn,40
2019-02-28,slow burn,57
2019-02-27,slow burn,52
2019-02-26,slow burn,66
2019-02-25,slow burn,70
2019-02-24,slow burn,67
2019-02-23,slow burn,59
2019-02-22,slow burn,55
2019-02-21,slow burn,63
2019-02-20,slow burn,75
2019-02-19,slow burn,70
2019-02-18,slow burn,66
2019-02-17,slow burn,70
2019-02-16,slow burn,60
2019-02-15,slow burn,64
2019-02-14,slow burn,79
2019-02-13,slow burn,56
2019-02-12,slow burn,69
2019-02-11,slow burn,78
2019-02-10,slow burn,65
2019-02-09,slow burn,68
2019-02-08,slow burn,54
2019-02-07,slow burn,54
2019-02-06,slow burn,74
2019-02-05,slow burn,63
2019-02-04,slow burn,73
2019-02-03,slow burn,81
2019-02-02,slow burn,80
2019-02-01,slow burn,63
2019-01-31,slow burn,60
2019-01-30,slow burn,63
2019-01-29,slow burn,52
2019-01-28,slow burn,70
2019-01-27,slow burn,57
2019-01-26,slow burn,61
2019-01-25,slow burn,59
2019-01-24,slow burn,75
2019-01-23,slow burn,66
2019-01-22,slow burn,58
2019-01-21,slow burn,84
2019-01-20,slow burn,74
2019-01-19,slow burn,58
2019-01-18,slow burn,72
2019-01-17,slow burn,57
2019-01-16,slow burn,55
2019-01-15,slow burn,64
2019-01-14,slow burn,76
2019-01-13,slow burn,81
2019-01-12,slow burn,63
2019-01-11,slow burn,65
2019-01-10,slow burn,56
2019-01-09,slow burn,70
2019-01-08,slow burn,70
2019-01-07,slow burn,68
2019-01-06,slow burn,93
2019-01-05,slow burn,74
2019-01-04,slow burn,70
2019-01-03,slow burn,69
2019-01-02,slow burn,101
2019-01-01,slow burn,92
2018-12-31,slow burn,90
2018-12-30,slow burn,92
2018-12-29,slow burn,71
2018-12-28,slow burn,82
2018-12-27,slow burn,76
2018-12-26,slow burn,55
2018-12-25,slow burn,63
2018-12-24,slow burn,67
2018-12-23,slow burn,78
2018-12-22,slow burn,72
2018-12-21,slow burn,67
2018-12-20,slow burn,72
2018-12-19,slow burn,71
2018-12-18,slow burn,68
2018-12-17,slow burn,85
2018-12-16,slow burn,68
2018-12-15,slow burn,83
2018-12-14,slow burn,48
2018-12-13,slow burn,64
2018-12-12,slow burn,74
2018-12-11,slow burn,67
2018-12-10,slow burn,57
2018-12-09,slow burn,88
2018-12-08,slow burn,72
2018-12-07,slow burn,57
2018-12-06,slow burn,56
2018-12-05,slow burn,53
2018-12-04,slow burn,70
2018-12-03,slow burn,73
2018-12-02,slow burn,84
2018-12-01,slow burn,87
2018-11-30,slow burn,61
2018-11-29,slow burn,65
2018-11-28,slow burn,74
2018-11-27,slow burn,54
2018-11-26,slow burn,79
2018-11-25,slow burn,64
2018-11-24,slow burn,53
2018-11-23,slow burn,54
2018-11-22,slow burn,57
2018-11-21,slow burn,46
2018-11-20,slow burn,78
2018-11-19,slow burn,75
2018-11-18,slow burn,71
2018-11-17,slow burn,66
2018-11-16,slow burn,40
2018-11-15,slow burn,60
2018-11-14,slow burn,69
2018-11-13,slow burn,68
2018-11-12,slow burn,74
2018-11-11,slow burn,72
2018-11-10,slow burn,50
2018-11-09,slow burn,59
2018-11-08,slow burn,56
2018-11-07,slow burn,60
2018-11-06,slow burn,46
2018-11-05,slow burn,70
2018-11-04,slow burn,63
2018-11-03,slow burn,63
2018-11-02,slow burn,58
2018-11-01,slow burn,58
2018-10-31,slow burn,55
2018-10-30,slow burn,56
2018-10-29,slow burn,70
2018-10-28,slow burn,63
2018-10-27,slow burn,65
2018-10-26,slow burn,63
2018-10-25,slow burn,46
2018-10-24,slow burn,58
2018-10-23,slow burn,62
2018-10-22,slow burn,51
2018-10-21,slow burn,58
2018-10-20,slow burn,57
2018-10-19,slow burn,37
2018-10-18,slow burn,41
2018-10-17,slow burn,47
2018-10-16,slow burn,60
2018-10-15,slow burn,48
2018-10-14,slow burn,72
2018-10-13,slow burn,58
2018-10-12,slow burn,58
2018-10-11,slow burn,56
2018-10-10,slow burn,63
2018-10-09,slow burn,62
2018-10-08,slow burn,56
2018-10-07,slow burn,65
2018-10-06,slow burn,61
2018-10-05,slow burn,63
2018-10-04,slow burn,55
2018-10-03,slow burn,58
2018-10-02,slow burn,71
2018-10-01,slow burn,66
2018-09-30,slow burn,69
2018-09-29,slow burn,41
2018-09-28,slow burn,39
2018-09-27,slow burn,57
2018-09-26,slow burn,57
2018-09-25,slow burn,55
2018-09-24,slow burn,71
2018-09-23,slow burn,61
2018-09-22,slow burn,55
2018-09-21,slow burn,56
2018-09-20,slow burn,49
2018-09-19,slow burn,58
2018-09-18,slow burn,66
2018-09-17,slow burn,70
2018-09-16,slow burn,72
2018-09-15,slow burn,64
2018-09-14,slow burn,62
2018-09-13,slow burn,52
2018-09-12,slow burn,47
2018-09-11,slow burn,55
2018-09-10,slow burn,80
2018-09-09,slow burn,76
2018-09-08,slow burn,65
2018-09-07,slow burn,63
2018-09-06,slow burn,65
2018-09-05,slow burn,66
2018-09-04,slow burn,65
2018-09-03,slow burn,64
2018-09-02,slow burn,69
2018-09-01,slow burn,72
2018-08-31,slow burn,64
2018-08-30,slow burn,64
2018-08-29,slow burn,68
2018-08-28,slow burn,57
2018-08-27,slow burn,75
2018-08-26,slow burn,86
2018-08-25,slow burn,62
2018-08-24,slow burn,62
2018-08-23,slow burn,57
2018-08-22,slow burn,82
2018-08-21,slow burn,74
2018-08-20,slow burn,70
2018-08-19,slow burn,86
2018-08-18,slow burn,69
2018-08-17,slow burn,72
2018-08-16,slow burn,75
2018-08-15,slow burn,88
2018-08-14,slow burn,73
2018-08-13,slow burn,80
2018-08-12,slow burn,91
2018-08-11,slow burn,66
2018-08-10,slow burn,64
2018-08-09,slow burn,74
2018-08-08,slow burn,69
2018-08-07,slow burn,63
2018-08-06,slow burn,80
2018-08-05,slow burn,96
2018-08-04,slow burn,72
2018-08-03,slow burn,77
2018-08-02,slow burn,48
2018-08-01,slow burn,68
2018-07-31,slow burn,79
2018-07-30,slow burn,90
2018-07-29,slow burn,73
2018-07-28,slow burn,65
2018-07-27,slow burn,73
2018-07-26,slow burn,82
2018-07-25,slow burn,63
2018-07-24,slow burn,71
2018-07-23,slow burn,82
2018-07-22,slow burn,76
2018-07-21,slow burn,78
2018-07-20,slow burn,70
2018-07-19,slow burn,75
2018-07-18,slow burn,71
2018-07-17,slow burn,78
2018-07-16,slow burn,73
2018-07-15,slow burn,68
2018-07-14,slow burn,63
2018-07-13,slow burn,81
2018-07-12,slow burn,66
2018-07-11,slow burn,77
2018-07-10,slow burn,75
2018-07-09,slow burn,74
2018-07-08,slow burn,83
2018-07-07,slow burn,68
2018-07-06,slow burn,72
2018-07-05,slow burn,67
2018-07-04,slow burn,69
2018-07-03,slow burn,75
2018-07-02,slow burn,72
2018-07-01,slow burn,78
2018-06-30,slow burn,85
2018-06-29,slow burn,79
2018-06-28,slow burn,70
2018-06-27,slow burn,71
2018-06-26,slow burn,71
2018-06-25,slow burn,68
2018-06-24,slow burn,73
2018-06-23,slow burn,63
2018-06-22,slow burn,76
2018-06-21,slow burn,60
2018-06-20,slow burn,77
2018-06-19,slow burn,55
2018-06-18,slow burn,71
2018-06-17,slow burn,70
2018-06-16,slow burn,61
2018-06-15,slow burn,42
2018-06-14,slow burn,66
2018-06-13,slow burn,65
2018-06-12,slow burn,76
2018-06-11,slow burn,55
2018-06-10,slow burn,72
2018-06-09,slow burn,58
2018-06-08,slow burn,59
2018-06-07,slow burn,59
2018-06-06,slow burn,49
2018-06-05,slow burn,59
2018-06-04,slow burn,56
2018-06-03,slow burn,68
2018-06-02,slow burn,63
2018-06-01,slow burn,67
2018-05-31,slow burn,71
2018-05-30,slow burn,77
2018-05-29,slow burn,74
2018-05-28,slow burn,71
2018-05-27,slow burn,55
2018-05-26,slow burn,65
2018-05-25,slow burn,46
2018-05-24,slow burn,50
2018-05-23,slow burn,49
2018-05-22,slow burn,56
2018-05-21,slow burn,72
2018-05-20,slow burn,68
2018-05-19,slow burn,51
2018-05-18,slow burn,46
2018-05-17,slow burn,55
2018-05-16,slow burn,54
2018-05-15,slow burn,65
2018-05-14,slow burn,63
2018-05-13,slow burn,50
2018-05-12,slow burn,52
2018-05-11,slow burn,49
2018-05-10,slow burn,54
2018-05-09,slow burn,55
2018-05-08,slow burn,68
2018-05-07,slow burn,57
2018-05-06,slow burn,64
2018-05-05,slow burn,48
2018-05-04,slow burn,63
2018-05-03,slow burn,68
2018-05-02,slow burn,68
2018-05-01,slow burn,81
2018-04-30,slow burn,55
2018-04-29,slow burn,71
2018-04-28,slow burn,56
2018-04-27,slow burn,53
2018-04-26,slow burn,50
2018-04-25,slow burn,62
2018-04-24,slow burn,72
2018-04-23,slow burn,63
2018-04-22,slow burn,72
2018-04-21,slow burn,68
2018-04-20,slow burn,60
2018-04-19,slow burn,53
2018-04-18,slow burn,56
2018-04-17,slow burn,48
2018-04-16,slow burn,79
2018-04-15,slow burn,73
2018-04-14,slow burn,67
2018-04-13,slow burn,52
2018-04-12,slow burn,53
2018-04-11,slow burn,60
2018-04-10,slow burn,63
2018-04-09,slow burn,70
2018-04-08,slow burn,66
2018-04-07,slow burn,65
2018-04-06,slow burn,54
2018-04-05,slow burn,62
2018-04-04,slow burn,61
2018-04-03,slow burn,64
2018-04-02,slow burn,78
2018-04-01,slow burn,61
2018-03-31,slow burn,59
2018-03-30,slow burn,68
2018-03-29,slow burn,49
2018-03-28,slow burn,58
2018-03-27,slow burn,74
2018-03-26,slow burn,78
2018-03-25,slow burn,67
2018-03-24,slow burn,66
2018-03-23,slow burn,59
2018-03-22,slow burn,55
2018-03-21,slow burn,58
2018-03-20,slow burn,63
2018-03-19,slow burn,55
2018-03-18,slow burn,83
2018-03-17,slow burn,62
2018-03-16,slow burn,50
2018-03-15,slow burn,53
2018-03-14,slow burn,50
2018-03-13,slow burn,57
2018-03-12,slow burn,61
2018-03-11,slow burn,50
2018-03-10,slow burn,40
2018-03-09,slow burn,49
2018-03-08,slow burn,41
2018-03-07,slow burn,44
2018-03-06,slow burn,55
2018-03-05,slow burn,44
2018-03-04,slow burn,68
2018-03-03,slow burn,60
2018-03-02,slow burn,61
2018-03-01,slow burn,54
2018-02-28,slow burn,56
2018-02-27,slow burn,62
2018-02-26,slow burn,62
2018-02-25,slow burn,76
2018-02-24,slow burn,56
2018-02-23,slow burn,52
2018-02-22,slow burn,59
2018-02-21,slow burn,52
2018-02-20,slow burn,66
2018-02-19,slow burn,71
2018-02-18,slow burn,61
2018-02-17,slow burn,53
2018-02-16,slow burn,46
2018-02-15,slow burn,58
2018-02-14,slow burn,61
2018-02-13,slow burn,66
2018-02-12,slow burn,66
2018-02-11,slow burn,75
2018-02-10,slow burn,55
2018-02-09,slow burn,67
2018-02-08,slow burn,65
2018-02-07,slow burn,54
2018-02-06,slow burn,56
2018-02-05,slow burn,69
2018-02-04,slow burn,76
2018-02-03,slow burn,66
2018-02-02,slow burn,57
2018-02-01,slow burn,50
2018-01-31,slow burn,43
2018-01-30,slow burn,50
2018-01-29,slow burn,53
2018-01-28,slow burn,71
2018-01-27,slow burn,51
2018-01-26,slow burn,49
2018-01-25,slow burn,56
2018-01-24,slow burn,49
2018-01-23,slow burn,60
2018-01-22,slow burn,62
2018-01-21,slow burn,62
2018-01-20,slow burn,59
2018-01-19,slow burn,57
2018-01-18,slow burn,59
2018-01-17,slow burn,45
2018-01-16,slow burn,68
2018-01-15,slow burn,66
2018-01-14,slow burn,56
2018-01-13,slow burn,64
2018-01-12,slow burn,57
2018-01-11,slow burn,56
2018-01-10,slow burn,46
2018-01-09,slow burn,61
2018-01-08,slow burn,58
2018-01-07,slow burn,72
2018-01-06,slow burn,66
2018-01-05,slow burn,71
2018-01-04,slow burn,71
2018-01-03,slow burn,71
2018-01-02,slow burn,88
2018-01-01,slow burn,70
2017-12-31,slow burn,73
2017-12-30,slow burn,55
2017-12-29,slow burn,62
2017-12-28,slow burn,68
2017-12-27,slow burn,64
2017-12-26,slow burn,70
2017-12-25,slow burn,44
2017-12-24,slow burn,52
2017-12-23,slow burn,46
2017-12-22,slow burn,36
2017-12-21,slow burn,52
2017-12-20,slow burn,52
2017-12-19,slow burn,46
2017-12-18,slow burn,60
2017-12-17,slow burn,53
2017-12-16,slow burn,55
2017-12-15,slow burn,56
2017-12-14,slow burn,50
2017-12-13,slow burn,46
2017-12-12,slow burn,45
2017-12-11,slow burn,42
2017-12-10,slow burn,60
2017-12-09,slow burn,45
2017-12-08,slow burn,44
2017-12-07,slow burn,48
2017-12-06,slow burn,45
2017-12-05,slow burn,49
2017-12-04,slow burn,61
2017-12-03,slow burn,55
2017-12-02,slow burn,49
2017-12-01,slow burn,53
2017-11-30,slow burn,57
2017-11-29,slow burn,49
2017-11-28,slow burn,57
2017-11-27,slow burn,58
2017-11-26,slow burn,63
2017-11-25,slow burn,63
2017-11-24,slow burn,41
2017-11-23,slow burn,39
2017-11-22,slow burn,56
2017-11-21,slow burn,41
2017-11-20,slow burn,50
2017-11-19,slow burn,47
2017-11-18,slow burn,43
2017-11-17,slow burn,34
2017-11-16,slow burn,36
2017-11-15,slow burn,47
2017-11-14,slow burn,31
2017-11-13,slow burn,40
2017-11-12,slow burn,49
2017-11-11,slow burn,41
2017-11-10,slow burn,40
2017-11-09,slow burn,31
2017-11-08,slow burn,47
2017-11-07,slow burn,47
2017-11-06,slow burn,53
2017-11-05,slow burn,53
2017-11-04,slow burn,49
2017-11-03,slow burn,30
2017-11-02,slow burn,55
2017-11-01,slow burn,43
2017-10-31,slow burn,50
2017-10-30,slow burn,51
2017-10-29,slow burn,47
2017-10-28,slow burn,41
2017-10-27,slow burn,35
2017-10-26,slow burn,43
2017-10-25,slow burn,38
2017-10-24,slow burn,52
2017-10-23,slow burn,39
2017-10-22,slow burn,42
2017-10-21,slow burn,51
2017-10-20,slow burn,39
2017-10-19,slow burn,37
2017-10-18,slow burn,41
2017-10-17,slow burn,46
2017-10-16,slow burn,45
2017-10-15,slow burn,47
2017-10-14,slow burn,43
2017-10-13,slow burn,39
2017-10-12,slow burn,33
